m/z	RT	isotope_state	is_isotope	is_in_source_fragment	MS2	P_RT-A1	P_RT-A2
369.353	14.038	M+0	False	True	150.1358;0.0132|151.1506;0.0166|152.1512;0.016|161.1339;0.1295|162.1365;0.0376|163.1474;0.0214|164.1507;0.0127|175.1497;0.0469|176.1511;0.0196|179.1804;0.0202|187.1478;0.0201|189.1647;0.0192|190.169;0.0175|193.1943;0.016|201.1621;0.013|203.1791;0.0337|205.1958;0.0339|207.2126;0.0234|215.1797;0.0483|216.1819;0.0361|217.1958;0.0439|219.213;0.0313|221.2271;0.0156|229.1961;0.0266|233.2257;0.0233|235.2416;0.0177|243.2104;0.0396|244.2172;0.0129|247.243;0.0212|257.2273;0.0278|259.2426;0.0276|260.2498;0.0146|273.259;0.0388|287.2721;0.0339|313.2924;0.0305	2360364	1975322
690.6116	14.038	M+2	True	False	369.3552;0.5874|370.3581;0.2919|371.362;0.1207	2321703	2026535
174.161	0.945	M+0	False	False		1453585	2090888
907.5077	1.026	M+0	False	False	184.0759;0.4251|184.1478;0.0122|185.0767;0.0224|198.0899;0.0075|454.2607;0.383|454.3718;0.0117|455.2648;0.1111|456.2642;0.0176|468.2726;0.0094	2079878	2019077
1322.2481	14.896	M+3	True	False		1988177	2016136
762.5937	7.104	M+2	True	False		1867784	1950506
792.6409	10.412	M+2	True	False		1943847	1830736
1360.1784	14.038	M+0	False	False	303.2336;0.0244|369.36;0.416|370.3562;0.1779|371.3612;0.0189|671.5832;0.0199|672.5811;0.0274|673.5828;0.0258|688.6075;0.0674|689.608;0.092|690.6222;0.0849|693.5575;0.0455	1921870	1861093
760.578	5.947	M+2	True	False		1894397	1902787
1267.1757	12.454	M+0	False	False	341.3102;0.2711|341.4066;0.0088|342.3128;0.0641|343.3136;0.01|607.5712;0.187|607.7008;0.0087|608.5728;0.0669|608.623;0.0055|609.5774;0.0183|625.5827;0.0303|626.5848;0.0113|642.6084;0.1776|642.7552;0.013|643.6118;0.1052|643.6634;0.0074|644.6088;0.0121|645.6145;0.0027	1879986	1839673
1359.175	14.038	M+0	False	False	369.3558;0.5317|370.3596;0.1448|371.3579;0.013|671.5762;0.0153|672.5812;0.0158|688.6032;0.136|688.6569;0.0122|689.6108;0.1022|689.6626;0.0076|690.6106;0.0213	1854954	1811899
790.625	8.668	M+2	True	False		1831756	1840671
579.5367	11.766	M+0	False	False	239.2373;0.1959|240.2422;0.1591|267.272;0.3721|268.2754;0.2729	1697216	1618960
1075.6961	1.393	M+0	False	False	184.0765;0.369|184.1424;0.0129|185.0773;0.0319|186.0754;0.0046|198.0879;0.0088|538.3552;0.363|538.4908;0.0195|539.3576;0.1119|539.4098;0.0078|539.4804;0.0074|540.3589;0.0391|552.369;0.0109|721.4175;0.0072|722.4168;0.0062	1676305	1602549
652.5318	5.282	M+0	False	False	161.1333;0.0182|239.2372;0.0342|261.2201;0.033|262.2235;0.0191|374.3067;0.0205|573.4942;0.453|574.5012;0.339|575.498;0.0829	1673689	1657589
644.6116	12.454	M+2	True	False		1490485	1646660
652.4837	3.493	M+2	True	False	184.0748;0.8723|184.1436;0.0114|185.0756;0.0361|594.4163;0.0645|595.416;0.0157	1640456	1524738
1268.179	12.454	M+1	True	False		1638497	1634848
369.3529	14.938	M+0	False	True	159.1187;0.0608|161.1313;0.2492|175.1495;0.0736|187.1456;0.0602|189.1637;0.083|201.1638;0.2156|205.1963;0.0727|243.2098;0.0595|259.2409;0.0574|287.2745;0.068	1558944	1532757
680.5152	4.409	M+2	True	False	607.3913;0.1315|663.4508;0.3792|664.4594;0.4893	1500827	1468048
1019.9548	14.896	M+0	False	False	161.1325;0.0328|219.2099;0.0156|233.2261;0.0207|257.2296;0.0196|287.2743;0.0233|313.2894;0.014|369.3564;0.627|369.4578;0.0137|370.3612;0.1826|371.3574;0.0366|651.5987;0.0139	1397083	1360877
341.3062	12.454	M+0	False	True	267.2668;0.2707|285.2812;0.7293	1231484	1301318
595.5903	7.521	M+0	False	False	537.5377;0.7797|538.5389;0.2203	1201314	1299487
623.6213	9.254	M+0	False	False	282.2803;0.1655|565.569;0.8345	1241496	1177014
1272.1309	12.454	M+0	False	False	647.5608;0.5893|647.6117;0.0369|648.5641;0.2858|648.6153;0.0223|648.7056;0.0204|649.566;0.0453	1229448	1210280
1216.0684	11.856	M+0	False	False	619.5332;0.6225|619.6552;0.0159|620.5324;0.2809|620.5826;0.023|620.6714;0.014|621.5343;0.0437	1224487	1198907
1302.2111	14.896	M+0	False	False	161.1325;0.0085|175.1493;0.0068|233.2273;0.0062|243.211;0.0113|259.2424;0.0065|367.3367;0.0064|369.3575;0.6138|369.4576;0.0251|370.3596;0.1959|370.4534;0.0063|371.361;0.0326|1019.9594;0.0455|1020.967;0.0263|1021.962;0.0089	1212211	1198204
1299.9466	3.493	M+0	False	False	184.0773;0.3231|185.0778;0.0211|198.0892;0.0067|650.4881;0.3613|650.614;0.0157|651.4846;0.1809|651.536;0.0103|652.4864;0.0525|664.498;0.0167|834.5438;0.0116	1209559	1116172
1303.2148	14.896	M+1	True	False		1202345	1196931
537.5371	7.521	M+0	False	True	281.2989;0.1012|282.2831;0.5591|282.3736;0.0329|283.2892;0.1433|284.2842;0.014|299.3098;0.1149|300.3104;0.0346	1046372	1191763
565.568	9.254	M+0	False	True	281.2964;0.0534|282.2851;0.2971|282.3572;0.0098|283.2851;0.0583|284.286;0.0076|299.3098;0.0685|300.3104;0.0279|309.3258;0.0472|310.3162;0.2773|310.407;0.0105|311.3196;0.0683|327.3383;0.0585|328.3412;0.0109|547.5562;0.0047	1173028	1137810
1020.958	14.896	M+1	True	False		1135458	1134856
596.4209	2.1	M+2	True	False		1094700	1130737
1187.8212	2.1	M+0	False	False	184.0759;0.3527|184.144;0.0076|185.0734;0.0209|594.4167;0.3341|594.5452;0.0227|595.4275;0.1647|596.4216;0.0476|608.427;0.0243|609.4333;0.0117|778.4828;0.0138	1086695	1124288
758.5622	5.19	M+2	True	False		1101316	1055196
1273.1347	12.411	M+1	True	False		1096744	1074738
184.0738	1.035	M+0	False	True		1073247	1088043
1361.1815	14.038	M+1	True	False		1083005	1027577
1217.0718	11.856	M+1	True	False	619.5348;0.3674|619.6546;0.0239|620.5382;0.4602|620.6604;0.0267|620.7122;0.0075|620.794;0.0064|621.5372;0.0812|621.5876;0.0078|622.5384;0.0189	1048131	1015641
1211.113	11.856	M+0	False	False	313.2771;0.1441|313.3641;0.003|314.2785;0.0313|341.3085;0.1345|341.4074;0.0058|342.3096;0.0279|579.5396;0.2515|579.6613;0.0061|580.5473;0.1118|580.6704;0.0055|581.5457;0.0242|582.5456;0.003|597.5494;0.0187|598.5512;0.0134|614.5745;0.1264|614.625;0.0086|615.5793;0.0676|616.5806;0.0165	1041373	1010366
1076.6991	1.393	M+1	True	False		1034665	1011759
624.4523	2.703	M+2	True	False		1009782	1025094
908.5109	1.026	M+1	True	False		1023695	973188
540.3579	1.393	M+2	True	False		1007679	972096
1300.9498	3.493	M+1	True	False		963319	905919
721.5089	6.693	M+0	False	False	184.0732;1.0	873230	917980
1212.1162	11.856	M+1	True	False		905544	851922
476.2395	0.991	M+0	False	False	271.1926;0.175|272.1924;0.0221|293.1728;0.1839|294.1752;0.0408|417.1699;0.4498|418.169;0.1087|419.1695;0.0198	736628	899774
355.4139	1.813	M+1	True	False		874603	858295
1356.0091	4.409	M+0	False	False	184.0771;0.4312|185.0798;0.0405|678.5131;0.3341|678.5636;0.0225|679.5132;0.115|680.514;0.0204|692.5254;0.0364	850805	849689
1269.1822	12.454	M+2	True	False		836369	810170
370.3562	14.038	M+1	True	True		803208	692713
653.535	5.282	M+1	True	False		799032	791965
1188.8245	2.1	M+1	True	False		775397	790376
670.6427	14.896	M+2	True	False		738733	753128
616.5802	11.856	M+2	True	False		739568	750562
456.2633	1.035	M+2	True	False		727318	730332
1243.8837	2.703	M+0	False	False	184.0774;0.423|185.0729;0.0288|622.4492;0.3383|622.4992;0.0296|623.4576;0.126|624.4495;0.0198|636.4558;0.0124|637.4666;0.0219	725883	728084
580.54	11.766	M+1	True	False		727744	679079
1357.0125	4.409	M+1	True	False		709873	689409
818.6655	11.951	M+0	False	False	184.0762;0.9219|184.1484;0.0212|185.0761;0.0569	706964	681361
689.6627	14.038	M+0	False	True		692784	629736
1304.218	14.896	M+2	True	False		690559	686828
607.5679	12.454	M+0	False	True	151.1474;0.4115|267.268;0.5885	664181	685701
846.6713	8.767	M+0	False	False	184.0759;0.6131|184.1443;0.0225|185.076;0.0391|788.6263;0.1485|788.6784;0.0123|789.6324;0.1378|789.6855;0.0077|790.6262;0.0191	672462	658098
816.6245	5.899	M+0	False	False	184.0752;0.2297|758.571;0.4956|759.5764;0.2747	669151	668783
814.6088	5.168	M+0	False	False	184.0756;0.6597|184.143;0.0299|185.0783;0.0467|756.5639;0.1632|757.5616;0.0636|758.561;0.0369	654305	662314
846.6702	8.613	M+0	False	False	184.0738;0.0519|788.6197;0.4309|788.6728;0.0364|788.8114;0.0427|789.6231;0.248|789.6779;0.0237|789.7668;0.0288|789.8246;0.007|790.632;0.1043|791.6288;0.0264	653829	654089
816.6244	6.05	M+0	False	False	184.0764;0.2243|185.0773;0.0129|758.5742;0.338|758.6305;0.0488|758.7168;0.0213|759.5812;0.264|759.6366;0.012|760.5838;0.0615|761.5792;0.0171	646100	638022
759.6315	5.947	M+0	False	False		628866	635405
818.6399	7.034	M+0	False	False	184.0739;0.0489|760.5882;0.4272|760.6432;0.034|760.7594;0.0553|761.5924;0.2444|761.646;0.0217|761.7382;0.016|761.7925;0.0069|762.5982;0.1224|762.6527;0.0071|763.599;0.0161	631232	618693
818.6389	7.173	M+0	False	False	184.0761;0.6517|184.144;0.0276|185.0771;0.0403|760.5877;0.1261|760.6465;0.0092|761.5926;0.0982|762.5912;0.0295|763.5956;0.0173	630237	618693
666.4356	1.579	M+0	False	False	184.0764;0.8896|184.151;0.0546|185.078;0.0558	616808	607185
761.6466	7.104	M+0	False	False		601691	609858
596.5933	7.521	M+1	True	False		442484	608465
696.4824	2.179	M+0	False	False	184.0758;0.7871|184.1552;0.0471|185.0771;0.0443|664.4602;0.0837|665.463;0.0379	604265	602756
651.5336	3.493	M+0	False	False		603582	564808
624.6246	9.254	M+1	True	False		600261	560172
1320.3095	14.854	M+0	False	False		598231	584202
736.5616	4.496	M+0	False	False	184.0759;0.7021|184.1472;0.0211|185.0762;0.0249|678.5097;0.1603|678.5659;0.0077|679.5114;0.0684|680.5142;0.0156	594776	584971
791.6944	10.412	M+0	False	False		594749	580226
643.6608	12.454	M+0	False	True		508310	589722
370.3561	14.938	M+1	True	True		584837	580675
789.6789	8.66	M+0	False	False		583892	583540
708.5299	3.55	M+0	False	False	184.0754;0.1188|185.0763;0.0178|650.4779;0.452|650.5384;0.0439|650.617;0.0482|650.6916;0.0079|651.485;0.2439|652.4856;0.0577|653.4809;0.0097	578654	582760
736.5606	4.364	M+0	False	False	184.0754;0.7691|184.1492;0.0196|185.0768;0.0334|186.0776;0.0084|678.5122;0.0961|679.5136;0.0733	581294	584971
593.5997	11.52	M+0	False	False	282.2798;0.0078|309.3288;0.1127|310.317;0.5509|310.4092;0.0184|311.3201;0.1154|312.3182;0.0127|327.3412;0.1369|328.3414;0.0452	580917	570369
1321.3124	14.896	M+1	True	False		569935	578402
184.0737	1.393	M+0	False	True		546902	529476
1323.2506	14.896	M+0	False	False		514574	509394
679.5652	4.409	M+0	False	False		508463	494658
1274.1376	12.454	M+2	True	False		448467	430214
848.6871	10.549	M+0	False	False	184.074;0.0278|790.6442;0.5944|790.7846;0.025|791.639;0.2516|791.6959;0.0215|792.6458;0.0797	443335	435721
539.4022	1.393	M+0	False	False		440647	287371
848.6871	10.329	M+0	False	False	184.0768;0.6227|184.1495;0.0288|185.077;0.0368|790.6452;0.1446|791.6479;0.1357|792.644;0.0221|793.6474;0.0092	425854	438375
722.5119	6.693	M+1	True	False	685.4438;1.0	398711	436144
650.6163	3.493	M+0	False	False		436111	423156
675.6779	3.323	M+0	False	False	321.3146;0.0327|322.3172;0.0123|338.3473;0.6709|338.4367;0.038|339.3505;0.2139|340.3472;0.0323	358090	429799
595.468	2.1	M+0	False	False		418238	429790
1244.889	2.703	M+1	True	False		417910	428661
691.6145	14.038	M+3	True	False	325.2136;1.0	428489	354056
538.5402	7.521	M+1	True	True		370261	424292
812.6159	10.503	M+0	False	False	607.5716;0.0553|608.5712;0.0411|629.5573;0.1929|630.5567;0.0799|631.5531;0.0208|753.5468;0.3535|753.5982;0.0136|754.5502;0.1955|755.5516;0.0475	420730	404187
566.5713	9.254	M+1	True	True		419088	411754
1021.9613	14.896	M+2	True	False		408761	415568
680.4989	2.683	M+0	False	False	184.0749;0.7512|184.1435;0.0351|185.0762;0.0648|186.0805;0.0088|440.2797;0.0097|622.447;0.07|623.4503;0.0504|624.4488;0.01	410981	394134
810.6	8.74	M+0	False	False	605.5532;0.1114|606.5548;0.0174|627.5314;0.1695|627.585;0.0175|628.5359;0.106|629.542;0.0224|751.533;0.3659|751.586;0.0198|752.5346;0.1324|753.5314;0.0377	402768	380049
651.6529	11.52	M+0	False	False	593.6007;0.4492|594.6062;0.5508	397456	395724
1218.0745	11.856	M+2	True	False		393647	394620
625.5782	12.454	M+0	False	False	341.313;0.3005|342.31;0.0961|343.3104;0.0186|607.5725;0.3458|608.5728;0.1705|609.574;0.0685	372254	385735
341.3062	11.856	M+0	False	True	267.2702;0.5077|285.2792;0.4923	378587	383150
788.5452	2.772	M+0	False	False	184.0766;0.8569|184.1437;0.034|185.0789;0.037|742.508;0.027|743.505;0.0092|754.5376;0.023|755.5476;0.0129	376450	372798
734.5711	6.988	M+0	False	False	184.0755;0.9154|184.1434;0.0113|185.0782;0.0733	376116	327288
793.6433	10.412	M+3	True	False		375142	360123
782.5686	7.173	M+0	False	False	577.5244;0.114|578.5261;0.0299|599.5046;0.2675|600.5056;0.0817|723.5058;0.3086|724.5047;0.1982	372050	340567
313.2747	11.856	M+0	False	True	239.2356;0.3254|257.248;0.3429|258.2509;0.3317	369090	370052
791.6277	8.668	M+3	True	False		356769	369793
780.5531	5.9	M+0	False	False	575.4996;0.0334|576.5088;0.0337|597.4898;0.3825|598.4902;0.0674|599.4942;0.0645|721.4765;0.179|722.4871;0.1864|723.4852;0.0532	366274	366639
1260.9743	13.333	M+0	False	False	573.493;0.6627|573.6264;0.0498|573.7082;0.0183|574.4978;0.1695|575.4972;0.0668|1243.9437;0.0144|1244.9467;0.0112|1245.9579;0.0074	338938	363014
761.5805	5.947	M+3	True	False		360463	362464
454.3026	1.161	M+0	False	False		361230	336008
619.529	11.766	M+0	False	False	335.2564;1.0	359871	358422
770.5348	2.887	M+0	False	False	184.0758;0.8852|184.1482;0.0278|185.0786;0.0545|754.5372;0.0325	352195	357828
763.5962	7.104	M+3	True	False		347608	355688
651.5123	3.55	M+0	False	False		179370	352378
1370.385	11.903	M+0	False	False		147878	350742
1301.9528	3.493	M+2	True	False		350158	321887
672.4587	3.55	M+0	False	False	399.1872;0.0286|467.4134;0.1997|468.412;0.0409|489.3925;0.348|490.398;0.1182|613.3863;0.1105|614.3878;0.1268|615.3933;0.0274	338996	345122
778.5373	5.235	M+0	False	False	463.2226;0.0217|573.4908;0.0836|574.4886;0.039|595.4792;0.345|596.4752;0.1331|597.4765;0.0221|719.4696;0.221|720.4702;0.1345	344122	339702
1362.1847	14.038	M+2	True	False		342882	337649
647.56	12.411	M+0	False	True	341.3104;0.5101|364.289;0.4899	341914	328975
700.4901	4.463	M+0	False	False	413.2114;0.0411|495.4434;0.1559|496.4439;0.1118|497.4456;0.0265|517.426;0.2393|518.4284;0.1724|641.4178;0.1343|642.417;0.09|643.4228;0.0287	338765	341592
1077.7017	1.393	M+2	True	False		339753	307229
1213.1192	11.856	M+2	True	False		332609	338876
652.4673	2.187	M+0	False	False	184.0758;0.8692|184.1491;0.0288|185.0778;0.0466|594.418;0.0289|595.419;0.0159|617.1084;0.0105	338679	338801
539.3841	1.446	M+0	False	False		310044	336583
538.3998	1.493	M+0	False	False		328904	336305
680.482	6.693	M+0	False	False	551.3312;0.0194|607.3972;0.0794|608.396;0.0446|609.3937;0.0146|663.46;0.4165|663.5879;0.0314|664.467;0.304|664.5895;0.0088|665.4644;0.0674|666.463;0.0138	298873	333281
757.5932	5.235	M+0	False	False		333127	323938
972.8193	15.176	M+0	False	False	161.1329;0.0092|175.1478;0.0098|243.2142;0.0125|369.358;0.5806|369.4592;0.0216|370.3621;0.1951|371.36;0.0221|911.8051;0.0355|912.8071;0.0242|955.7972;0.0411|956.8016;0.0387|957.8032;0.0096	331668	326042
650.5286	3.584	M+0	False	True		329349	297184
614.6244	11.904	M+0	False	True		325907	315746
790.6898	10.549	M+0	False	False		325676	287152
1369.3858	11.903	M+0	False	False		137050	323435
342.3094	12.454	M+1	True	True		305377	321253
678.5611	4.496	M+0	False	True		320217	300930
668.6884	14.938	M+0	False	False		317602	307326
642.6566	12.542	M+0	False	False		312052	317468
1261.9779	13.333	M+1	True	False	573.4938;0.4948|574.4992;0.3692|575.497;0.136	290655	317024
455.2874	1.07	M+0	False	False		316593	273055
644.4276	2.683	M+0	False	False	183.1741;0.0386|385.174;0.0624|422.2647;0.0272|439.3776;0.151|440.3796;0.0736|441.3822;0.0345|461.3607;0.2167|462.3638;0.1426|585.3587;0.1593|586.3542;0.0626|587.352;0.0315	314651	290719
756.6107	5.282	M+0	False	False		313026	306276
1444.4038	12.151	M+0	False	False		141875	312248
622.4963	2.772	M+0	False	False		312219	290581
756.6107	5.143	M+0	False	False		311283	282907
688.6578	14.128	M+0	False	False		297261	310916
623.4894	2.728	M+1	True	False		308173	213467
623.4958	2.703	M+0	False	False		308173	307688
594.4644	2.187	M+0	False	False		293225	306897
760.6418	7.196	M+0	False	True		304188	306377
758.626	6.05	M+0	False	True		304178	283261
1315.2062	14.604	M+0	False	False	179.1788;0.0222|203.1786;0.0082|231.2092;0.0104|257.2274;0.0118|285.2577;0.0085|367.3412;0.5187|367.4402;0.0235|368.3434;0.1138|369.3478;0.0634|370.3533;0.0275|650.5937;0.0082|666.6251;0.0727|667.6273;0.0997|668.6256;0.0114	303327	276405
819.6688	11.951	M+1	True	False		299240	295382
788.6735	8.783	M+0	False	True		280177	298300
596.4046	1.484	M+0	False	False	184.0748;0.1844|185.077;0.0162|538.3584;0.5847|539.359;0.1722|540.3596;0.0426	296101	294738
788.6712	8.613	M+0	False	True		294780	77515
595.4471	2.179	M+0	False	False		294146	222173
759.6078	6.05	M+0	False	False		294009	170557
1316.2094	14.604	M+1	True	False	177.164;0.0094|233.2272;0.0093|285.2544;0.0092|367.3425;0.3352|368.3465;0.2547|369.3514;0.1074|370.3605;0.0437|371.3589;0.0089|666.6228;0.0605|667.6242;0.1186|668.6287;0.0137|671.5745;0.0294	291833	276003
338.3426	3.323	M+0	False	True		244313	289193
688.6585	13.948	M+0	False	False		268591	287657
560.3334	1.349	M+0	False	False	355.2882;0.2507|356.2902;0.0445|377.2703;0.2433|378.2721;0.0654|501.2634;0.2904|502.2656;0.0434|503.2578;0.0622	285473	251689
615.608	11.856	M+0	False	False		284398	275728
817.6276	5.9	M+1	True	False	184.0767;0.528|185.0771;0.0855|186.0772;0.0163|758.5667;0.019|759.5745;0.2639|760.578;0.0872	278608	283932
1371.3845	11.903	M+1	True	False		118708	283915
653.486	3.493	M+3	True	False		283293	267012
1365.1333	14.038	M+0	False	False		282721	260928
455.3066	1.026	M+0	False	False		281832	272324
1364.13	14.038	M+0	False	False	369.351;0.0147|370.3568;0.0149|371.3559;0.0155|691.6134;0.0191|693.5612;0.4677|693.6145;0.0367|693.7078;0.0568|694.5636;0.2787|694.6167;0.0241|694.6992;0.0095|695.5712;0.0541|696.5622;0.0082	278381	256081
597.547	11.766	M+0	False	False	313.275;0.1643|314.2775;0.0598|341.3055;0.1741|342.3077;0.0629|579.5443;0.3495|580.539;0.1293|581.5428;0.06	278071	257392
1189.8272	2.1	M+2	True	False		263287	276690
757.612	5.19	M+1	True	False		276394	246967
608.5709	12.454	M+1	True	True		253821	276017
761.6256	7.196	M+0	False	False		194982	273350
681.5176	4.409	M+3	True	False		271487	257979
1358.0137	4.409	M+2	True	False		270546	255451
815.6118	5.143	M+1	True	False		268670	267398
819.6431	7.173	M+1	True	False		268073	262544
645.6144	12.454	M+3	True	False		249588	265246
1443.4051	12.151	M+0	False	False	221.0854;0.0251|222.0866;0.009|223.0656;0.0061|281.0532;0.0378|282.0549;0.0155|283.0491;0.0068|295.1062;0.0185|296.1038;0.0104|297.084;0.0087|298.084;0.0059|299.0812;0.0061|341.0182;0.0186|342.0175;0.0063|355.0748;0.1339|356.0731;0.0497|357.0704;0.0333|369.1188;0.0049|371.1055;0.1092|372.1043;0.0779|373.1037;0.0381|374.1104;0.0048|415.0334;0.0053|429.0959;0.0889|430.093;0.0578|431.0881;0.0465|445.1238;0.0636|446.1216;0.0235|447.1204;0.0115|503.1108;0.0143|504.1115;0.0269|505.1104;0.0292|506.1;0.0058	122663	264906
671.5778	14.038	M+0	False	False	303.2336;0.2188|369.3556;0.6304|370.3554;0.1508	264898	226197
909.5134	1.026	M+2	True	False		264112	256064
820.4906	1.952	M+0	False	False	184.0774;0.8707|184.1447;0.0155|185.0785;0.0465|186.0769;0.0176|496.3412;0.016|766.5088;0.0142|784.5132;0.0195	263996	245194
616.3963	2.187	M+0	False	False	411.348;0.1486|412.3483;0.0326|433.3321;0.2469|434.3318;0.0645|557.3252;0.3676|558.3333;0.1399	261347	263148
174.1644	1.114	M+0	False	False		262784	27514
1296.3662	11.298	M+0	False	False		112250	261816
686.5887	13.712	M+0	False	False	233.226;0.0316|255.2109;0.1863|311.2744;0.0323|367.3446;0.509|368.34;0.1713|369.3489;0.0694	236490	261533
929.4888	1.026	M+0	False	False	271.192;0.0209|293.17;0.0407|417.1636;0.1456|418.1662;0.0225|476.243;0.6038|477.2426;0.1292|478.2484;0.0373	256469	253359
1278.3552	13.239	M+0	False	False		185224	252917
973.8227	15.176	M+1	True	False	189.1643;0.0161|369.3588;0.3974|370.3634;0.3121|371.3612;0.075|912.8046;0.0833|913.8036;0.0235|956.7926;0.0465|957.7976;0.0461	246023	243489
1445.4037	12.151	M+1	True	False	281.0548;0.0379|282.0514;0.0431|342.017;0.0287|355.0694;0.1252|356.074;0.0412|357.0678;0.0571|358.0666;0.0467|371.1033;0.1286|372.103;0.0718|373.1006;0.0369|429.088;0.0881|430.0888;0.0802|431.0913;0.0381|432.0821;0.0412|445.122;0.0562|446.1176;0.0318|447.1168;0.0472	121774	245820
1319.3013	15.033	M+0	False	False		245817	237262
1295.3675	11.298	M+0	False	False	221.086;0.0238|222.0843;0.0095|281.0513;0.0328|282.0541;0.0112|295.1023;0.011|297.081;0.0136|298.0834;0.0098|341.0217;0.0075|342.0151;0.0076|355.0731;0.0933|356.0732;0.0378|357.0672;0.0166|369.121;0.0106|371.109;0.1213|372.1038;0.0439|373.1042;0.0558|415.0354;0.0087|429.0901;0.0625|430.0909;0.0376|431.0937;0.0327|432.0916;0.0175|445.1234;0.0979|446.1244;0.0586|447.126;0.0272|448.116;0.0164|503.1126;0.0323|504.113;0.0483|505.108;0.0123|519.1424;0.0107|520.1414;0.0076|577.1266;0.0081|1260.3234;0.0068|1261.3157;0.0085	104127	244221
1352.3746	13.428	M+0	False	False		189513	240248
1204.3365	13.085	M+0	False	False		199796	239217
1277.3566	13.239	M+0	False	False	207.0337;0.0319|208.0318;0.0079|221.0864;0.084|222.0845;0.0288|281.0554;0.0696|282.0557;0.0368|283.0498;0.0155|295.106;0.051|296.1046;0.0104|297.0974;0.0095|341.0191;0.0342|355.0762;0.181|356.0755;0.0836|357.0725;0.0409|369.1208;0.0131|429.0918;0.0912|430.0904;0.041|431.089;0.0484|503.1094;0.0687|504.1095;0.0348|505.1092;0.0176	178545	236547
849.6903	10.329	M+1	True	False		231611	236497
1368.3852	11.903	M+0	False	False	207.0327;0.0046|221.0858;0.0348|222.0852;0.0047|223.0648;0.0093|224.0633;0.004|281.0538;0.0506|282.0556;0.015|295.1035;0.0243|297.0869;0.015|341.0209;0.0356|342.0224;0.0045|355.0766;0.1182|356.0711;0.0343|357.0701;0.0115|369.1222;0.0121|371.1088;0.1377|372.1044;0.0544|373.1014;0.0087|415.0396;0.0096|429.096;0.1312|430.0926;0.037|431.0901;0.0262|432.0844;0.0048|445.1278;0.0743|446.1215;0.0297|447.1204;0.0194|448.1208;0.009|503.112;0.0514|504.1086;0.0122|505.1056;0.0065|519.1398;0.0093	108647	233560
587.5498	9.254	M+0	False	False		233251	217546
425.2923	1.72	M+0	False	False	184.0768;1.0	231144	189660
690.6442	14.038	M+0	False	False		230341	175989
849.6902	10.503	M+1	True	False		230114	228139
1203.3374	13.085	M+0	False	False	207.0318;0.0265|221.0845;0.0953|222.0837;0.0362|281.0526;0.0606|282.0535;0.0351|295.1046;0.0425|296.1046;0.0248|341.017;0.0351|355.0743;0.1358|356.0718;0.087|357.0714;0.0489|370.1207;0.0406|429.0904;0.0685|430.0934;0.0798|431.0849;0.0752|503.1096;0.046|504.1096;0.023|505.1102;0.0391	203092	229063
184.0737	2.1	M+0	False	True		211602	228902
1426.3935	13.57	M+0	False	False		181972	227744
663.4552	6.693	M+0	False	True	439.2016;0.0737|495.2671;0.2698|496.2705;0.0782|551.328;0.2221|552.3335;0.1401|607.3936;0.1431|608.3943;0.073	198188	226774
559.5187	7.521	M+0	False	False		215498	226395
669.6706	14.938	M+0	False	False		225647	223904
1222.3468	9.645	M+0	False	False		90273	225476
1270.1853	12.454	M+3	True	False		225273	225094
666.62	14.554	M+0	False	True	367.3391;0.3845|368.3402;0.1747|369.3516;0.3762|370.357;0.0645	215879	222917
737.5648	4.364	M+1	True	False		221746	213446
772.5496	2.819	M+0	False	False	184.0763;0.4623|185.0774;0.0308|754.5459;0.3085|755.5462;0.1675|756.5429;0.0309	221380	204486
650.4403	1.72	M+0	False	False	184.0764;0.9563|185.0779;0.0437	221367	205714
1322.2992	14.896	M+0	False	False		221190	229884
354.4518	1.813	M+0	False	False		220824	200172
702.6198	14.226	M+0	False	False	369.3548;0.2029|370.3574;0.1213|383.3731;0.5119|384.3755;0.1249|385.3749;0.0389	217490	207206
615.6295	11.856	M+1	True	True		216911	215157
153.1389	0.982	M+0	False	False		215775	127867
1221.3483	9.645	M+0	False	False	221.0847;0.0248|222.0857;0.0168|223.0651;0.0189|281.0516;0.0641|282.0502;0.0178|295.1022;0.0196|341.0202;0.0401|355.0731;0.132|356.0701;0.0804|357.0687;0.0511|371.1043;0.0934|372.1034;0.0638|373.1019;0.0969|429.0931;0.1067|430.0943;0.0284|431.0896;0.0448|445.1172;0.0293|446.1276;0.0285|447.1218;0.0235|520.1408;0.0189	90833	215751
1351.3758	13.428	M+0	False	False		165455	214948
679.5436	4.496	M+0	False	False		214615	159397
1305.2207	14.896	M+3	True	False		211679	194715
813.6188	10.503	M+1	True	False		210946	208876
1325.1957	15.033	M+0	False	False	673.5942;0.4695|674.5981;0.3249|675.6026;0.1695|676.6092;0.036	210574	185389
1324.193	15.033	M+0	False	False	369.3519;0.0219|370.3554;0.0261|673.5948;0.4723|673.6451;0.0304|673.7392;0.0291|674.6018;0.3188|675.6039;0.1015	209219	202247
594.603	11.52	M+1	True	False		208871	203432
175.1638	0.945	M+1	True	False		142137	205091
