m/z	RT	isotope_state	is_isotope	is_in_source_fragment	MS2	P_RT-A1	P_RT-A2
707.5886	12.805	M+2	True	False		2818	2554
608.3856	7.475	M+0	False	False		1452	2818
840.5707	2.272	M+2	True	False		2817	2856
1390.8617	13.267	M+1	True	False		2816	2910
188.0634	16.345	M+0	False	False		6091	2815
210.1114	4.238	M+0	False	False		3341	2814
679.4847	15.934	M+0	False	False		2747	2813
722.5042	17.169	M+0	False	False		2813	2410
668.6354	16.136	M+0	False	False		2812	1997
922.0738	16.345	M+0	False	False		2594	2812
975.8977	15.127	M+3	True	False		2253	2811
784.5102	3.821	M+0	False	False		2811	1755
748.646	12.104	M+0	False	False		2695	2809
864.4719	3.075	M+0	False	False		2201	2808
786.6258	3.974	M+0	False	False		2807	2949
919.716	14.222	M+0	False	False		2281	2807
388.2545	3.101	M+0	False	False		2806	1540
895.8157	13.381	M+0	False	False		2883	2805
877.726	15.583	M+0	False	False		2885	2805
902.7323	16.248	M+1	True	False		2805	2372
678.4807	16.848	M+0	False	False		2804	2298
635.4536	13.163	M+0	False	False		2803	1988
753.05	4.652	M+0	False	False		2545	2803
624.6244	11.17	M+0	False	False		2734	2802
895.7629	15.176	M+0	False	False		2802	2767
502.372	16.451	M+0	False	False		2801	3399
619.53	13.759	M+0	False	False		1595	2801
918.6657	4.238	M+1	True	False		1721	2800
593.4453	11.537	M+0	False	False		1588	2800
635.4516	1.587	M+0	False	False		2838	2800
753.551	4.238	M+0	False	False		2239	2798
866.8112	14.602	M+2	True	False		1628	2798
726.6546	13.314	M+0	False	False		2797	1783
792.6972	10.921	M+0	False	False		2797	2786
760.5836	11.443	M+0	False	False		1932	2794
1136.996	16.129	M+0	False	False		0	2793
671.5655	12.14	M+0	False	False		2793	2265
1078.3115	13.192	M+0	False	False		2283	2792
594.414	4.039	M+0	False	False		2413	2791
721.5649	9.854	M+0	False	False		2790	2539
590.4616	9.901	M+0	False	False		2789	1614
833.6214	3.101	M+1	True	False		2788	2478
779.5405	11.227	M+0	False	False		2788	2725
688.6468	15.222	M+0	False	False		2275	2787
202.0719	16.634	M+2	True	False		3652	2787
628.1946	15.718	M+0	False	False		2564	2787
717.4764	12.199	M+0	False	False		2786	3758
783.5256	2.328	M+3	True	False		1972	2786
697.5579	0.62	M+0	False	False		0	2786
616.61	12.045	M+0	False	False		3188	2785
421.339	6.122	M+0	False	False		1893	2785
717.5998	12.991	M+0	False	False		2595	2785
685.4362	0.107	M+0	False	False		1288	2784
766.5281	9.441	M+0	False	False		2784	2093
767.5369	12.14	M+0	False	False		2784	1822
838.5165	5.422	M+2	True	False		2784	1273
1179.03	12.64	M+1	True	False		2782	2127
259.1008	15.503	M+0	False	False		1995	2782
590.4632	0.397	M+0	False	False		2782	2247
680.5376	12.59	M+0	False	False		2427	2780
574.5433	4.558	M+1	True	False		2131	2778
708.5421	12.317	M+1	True	False		2778	2713
786.525	2.866	M+0	False	False		2778	3158
855.0185	3.904	M+0	False	False		2777	2446
1214.822	13.008	M+0	False	False		2776	3755
1373.3693	12.046	M+0	False	False		2776	0
666.5393	12.64	M+0	False	False		2775	2272
950.7987	13.759	M+0	False	False		2221	2775
171.1388	15.765	M+0	False	False		2402	2774
1339.2797	14.554	M+0	False	False		3375	2774
283.1757	19.5	M+0	False	False		2774	2467
791.6237	3.101	M+1	True	False		2774	2683
718.6788	14.368	M+0	False	False		2772	2406
1344.1938	15.176	M+0	False	False		2772	2173
854.5139	3.904	M+0	False	False		2772	2125
900.8037	12.991	M+0	False	False		2019	2771
872.7788	16.388	M+0	False	False		2769	2628
242.122	17.478	M+0	False	False		5508	2769
201.0764	16.129	M+0	False	False		2413	2768
641.5848	12.686	M+0	False	False		2767	1663
317.3244	9.107	M+0	False	False		2764	2455
371.3601	12.104	M+2	True	True		2451	2762
826.3949	2.422	M+0	False	False		2627	2761
1428.4478	12.735	M+0	False	False		2761	5050
684.6484	12.901	M+0	False	False		2761	2425
797.682	8.575	M+0	False	False		2740	2760
851.5164	2.281	M+0	False	False		2960	2760
